tile,osm,lat,lon,name,name:en,name:ar,man_made,amenity,building,landuse,leisure,shop,tourism,healthcare,craft,office,power
1_1,way/620973477,23.2548975,56.4090183,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_1,way/620973478,23.2552623,56.4093515,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_1,way/632488304,23.2202162,56.456721,E Building,,,,,yes,,,,,,,,
1_1,way/632488305,23.2196563,56.4556836,C Building,,,,,yes,,,,,,,,
1_1,way/632488306,23.2199589,56.4549899,A Building,,,,,yes,,,,,,,,
1_1,way/632488307,23.2205542,56.4551901,B Building LRC,,,,,yes,,,,,,,,
1_1,way/632488308,23.220874,56.4554892,Al Massarat Hall,,,,,yes,,,,,,,,
1_1,way/632488309,23.2194825,56.4564393,Multi Purposes Hall,,,,,yes,,,,,,,,
1_1,way/632488310,23.2208308,56.4566539,Restaurant,,,,restaurant,yes,,,,,,,,
1_1,way/632488312,23.2211528,56.4549236,D Building,,,,,yes,,,,,,,,
1_1,way/632488313,23.2211393,56.4559971,Hostel B,,,,,yes,,,,,,,,
1_1,way/632488314,23.2223841,56.4558818,Hostel C,,,,,yes,,,,,,,,
1_1,way/632488316,23.2215232,56.4550912,visiting Hall,,,,,yes,,,,,,,,
1_1,way/632488317,23.2211732,56.4547854,Hostel,,,,parking,,,,,,,,,
1_1,way/632488318,23.2200591,56.45432,Instructors,,,,parking,,,,,,,,,
1_1,way/632488319,23.2196239,56.4544837,,,,,parking,,,,,,,,,
1_1,way/632488320,23.219476,56.4545158,,,,,parking,,,,,,,,,
1_1,way/632488321,23.2194822,56.4550174,,,,,parking,,,,,,,,,
1_1,way/632488323,23.2192536,56.4553775,,,,,parking,,,,,,,,,
1_1,way/632488324,23.2193405,56.4550215,,,,,parking,,,,,,,,,
1_1,way/632488326,23.2220408,56.456714,,,,,,,,pitch,,,,,,
1_1,way/632488327,23.2219361,56.454988,Store,,,,,,,,storage_rental,,,,,
1_1,way/632488328,23.2218343,56.4550737,Girls' Mosque,,,,,mosque,,,,,,,,
1_1,way/632488329,23.221904,56.4551878,Hostel Supermarket,,,,,yes,,,supermarket,,,,,
1_1,way/632488331,23.2196483,56.454252,College Mosque,,,,,mosque,,,,,,,,
1_1,way/632488333,23.220459,56.4548015,,,,,cafe,yes,,,,,,,,
1_1,way/632488335,23.2202267,56.4548887,Al Haial Hall,,,,,yes,,,,,,,,
1_1,way/632488337,23.2206728,56.4558858,,,,,parking,,,,,,,,,
1_1,way/632501978,23.2215314,56.4553083,Hostel A,,,,,yes,,,,,,,,
1_1,way/632501980,23.219374,56.4548872,Security,,,,,yes,,,,,,,,
1_1,way/632786737,23.2222272,56.4564507,hostel Gym,,,,,yes,,fitness_centre,,,,,,
1_1,way/632786738,23.2204784,56.4555455,cravan,,,,,yes,,,,,,,,
1_1,way/632786739,23.2214851,56.4548606,Hostel Gards,,,,,yes,,,,,,,,
1_1,way/632786740,23.2216257,56.4548934,Hostel Reception,,,,,yes,,,,,,,,
1_1,way/702679193,23.2100357,56.4834335,,,,,,,,pitch,,,,,,
1_1,way/702679271,23.2174233,56.4894665,رامز هايبر ماركت,,,,,retail,,,,,,,,
1_1,way/767986750,23.2306388,56.4342286,طريق عبري-سيح المسرات,Ibri-Saih Al Masarrat Road,طريق عبري-سيح المسرات,,,,,,,,,,,
1_1,way/767986751,23.2305322,56.4343533,طريق عبري-سيح المسرات,Ibri-Saih Al Masarrat Road,طريق عبري-سيح المسرات,,,,,,,,,,,
1_1,way/1096972357,23.2122252,56.4896615,,,,,parking,,,,,,,,,
1_1,way/1252543187,23.2302928,56.4778123,قنات,Qanat,,,,,,,,,,,,
1_1,way/1252543188,23.2317953,56.4753109,قنات,Qanat,,,,,,,,,,,,
1_1,way/1252543189,23.2312064,56.475346,قنات,Qanat,,,,,,,,,,,,
1_1,way/1252543190,23.2314023,56.4806337,قنات,Qanat,,,,,,,,,,,,
1_1,way/1252543191,23.2302457,56.4894515,قنات,Qanat,,,,,,,,,,,,
1_1,way/1252543192,23.2305763,56.491152,قنات,Qanat,,,,,,,,,,,,
1_1,way/1252543193,23.2296067,56.4630942,قنات,Qanat,,,,,,,,,,,,
1_1,way/1252543194,23.2333589,56.4609511,قنات,Qanat,,,,,,,,,,,,
1_1,way/1258208706,23.1892074,56.4772818,ALNEBRAS HOTEL,,,,,residential,,,,hotel,,,,
1_1,way/1417901271,23.2165741,56.4691488,Bake it Bakery,,,,,yes,,,bakery,,,,,
1_1,way/1417902959,23.2167603,56.4690162,مطعم و مشاوي طيبات الشام,,,,restaurant,yes,,,,,,,,
1_1,way/1417904786,23.2166846,56.4698743,مطعم و مشاوي الفوار,,,,restaurant,yes,,,,,,,,
1_1,way/1459863633,23.2170045,56.4888823,داود هوم جاليري,Dawood Home Gallery,داود هوم جاليري,,,retail,,,appliance,,,,,
1_1,way/1463400483,23.2168269,56.4586807,,,,,food_court,,,,,,,,,
1_1,way/1463401263,23.2168979,56.4594735,,,,,,,retail,,,,,,,
1_1,way/1463401265,23.2174951,56.459567,,,,,parking,,,,,,,,,
1_1,way/1463401266,23.2166587,56.4593339,بوادي مول,Bawadi Mall,بوادي مول,,,retail,,,mall,,,,,
1_1,way/1465615825,23.2003386,56.4303074,طريق الشرية,Al Shariah Road,طريق الشرية,,,,,,,,,,,
1_1,way/1465615827,23.2092909,56.4487384,طريق الشرية,Al Shariah Road,طريق الشرية,,,,,,,,,,,
1_1,relation/151582,23.4380922,57.0371169,N2 طريق السلطان ثويني بن سعيد,N2 Sultan Thuwaini bin Said Road,N2 طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_1,relation/19142763,23.5305946,56.6621637,M9 طريق العين - نزوى,M9 Al Ain - Nizwa Road,M9 طريق العين - نزوى,,,,,,,,,,,
1_1,relation/19221770,22.7142462,56.0095318,N10 طريق عبري - الربع الخالي,N10 Ibri - Rub' al Khali Road,N10 طريق عبري - الربع الخالي,,,,,,,,,,,
1_2,node/1721802809,23.2001585,56.5299138,وادي شبامينة,Wadi Shibaminah,وادي شبامينة,,,,,,,,,,,
1_2,node/1721802810,23.1998466,56.53,وادي العين,Wadi al Ayn,وادي العين,,,,,,,,,,,
1_2,node/1721807676,23.2301397,56.5199617,الراديدة,Ar Radidah,الراديدة,,,,,,,,,,,
1_2,node/1721807692,23.2038039,56.5219383,السليف,As Sulayf,السليف,,,,,,,,,,,
1_2,node/1721807722,23.23,56.5,عبري القديمة,Ibri Old village,عبري,,,,,,,,,,,
1_2,node/1721807755,23.2338403,56.5366143,جبل كواس,Jabal Kawas,جبل كواس,,,,,,,,,,,
1_2,node/1721807932,23.19,56.54,وادي شليشل,Wadi Shulayshil,وادي شليشل,,,,,,,,,,,
1_2,node/1721807934,23.21,56.55,وادي تييب,Wadi Tayyib,وادي تييب,,,,,,,,,,,
1_2,node/2636423349,23.2043075,56.5249587,,,,,place_of_worship,,,,,,,,,
1_2,node/2636423635,23.2084612,56.5248707,,,,,place_of_worship,mosque,,,,,,,,
1_2,node/2636423689,23.2159231,56.5120677,شل,Shell,شل,,fuel,,,,,,,,,
1_2,node/2636423691,23.2161104,56.5106322,,,,,,,,,convenience,,,,,
1_2,node/2636423700,23.2177822,56.5141907,,,,,place_of_worship,,,,,,,,,
1_2,node/2681851094,23.2243876,56.5150117,بيتزا هت,Pizza Hut,بيتزا هت,,fast_food,,,,,,,,,
1_2,node/3072588583,23.2161642,56.5153547,عبري,Ibri,عبري,,,,,,,,,,,
1_2,node/3359316514,23.2177117,56.4997133,,,,,place_of_worship,mosque,,,,,,,,
1_2,node/3359318098,23.2089513,56.4986543,,,,,place_of_worship,,,,,,,,,
1_2,node/3359320405,23.2036591,56.4971849,مسجد الجليل,,,,place_of_worship,mosque,,,,,,,,
1_2,node/3594214521,23.2312994,56.5008405,,,,,place_of_worship,,,,,,,,,
1_2,node/3605226462,23.2198416,56.4992024,,,,,place_of_worship,,,,,,,,,
1_2,node/3605318920,23.2213767,56.5046004,,,,,place_of_worship,,,,,,,,,
1_2,node/3605350518,23.2200919,56.4967452,,,,,place_of_worship,,,,,,,,,
1_2,node/3605954135,23.2328836,56.496672,,,,,place_of_worship,,,,,,,,,
1_2,node/3605957717,23.2270861,56.4986292,,,,,place_of_worship,,,,,,,,,
1_2,node/3605959565,23.2338364,56.5037874,,,,,place_of_worship,,,,,,,,,
1_2,node/3635087179,23.2367867,56.5058651,جامع الحصن,,,,place_of_worship,,,,,,,,,
1_2,node/3637829124,23.2240799,56.5026834,,,,,place_of_worship,,,,,,,,,
1_2,node/3687364180,23.2353895,56.5168227,,,,,place_of_worship,,,,,,,,,
1_2,node/3687415198,23.234807,56.5222822,,,,,place_of_worship,,,,,,,,,
1_2,node/3687433798,23.2294173,56.5204396,,,,,place_of_worship,,,,,,,,,
1_2,node/3687445454,23.2314919,56.5161275,,,,,place_of_worship,,,,,,,,,
1_2,node/3687474937,23.2304252,56.5264961,جامع حي العقبة,,,,place_of_worship,,,,,,,,,
1_2,node/3687476829,23.2277283,56.5281266,,,,,place_of_worship,,,,,,,,,
1_2,node/3687978537,23.223935,56.5176412,مسجد الزعابي,,,,place_of_worship,mosque,,,,,,,,
1_2,node/3687979007,23.226959,56.5177268,,,,,place_of_worship,,,,,,,,,
1_2,node/3688832685,23.2151977,56.5216683,,,,,place_of_worship,,,,,,,,,
1_2,node/3688832686,23.2151429,56.5194875,,,,,place_of_worship,,,,,,,,,
1_2,node/3767430430,23.2090247,56.5166134,,,,,place_of_worship,,,,,,,,,
1_2,node/3767440932,23.2137591,56.5174098,,,,,place_of_worship,,,,,,,,,
1_2,node/3767442625,23.2066688,56.5199992,,,,,place_of_worship,mosque,,,,,,,,
1_2,node/3767442831,23.2043381,56.5219238,,,,,place_of_worship,,,,,,,,,
1_2,node/3767443495,23.2065039,56.5250271,,,,,place_of_worship,,,,,,,,,
1_2,node/3767444054,23.2059841,56.5215013,,,,,place_of_worship,,,,,,,,,
1_2,node/3767450513,23.203911,56.5198848,,,,,place_of_worship,,,,,,,,,
1_2,node/3767455410,23.2021061,56.5102688,,,,,place_of_worship,,,,,,,,,
1_2,node/3767460177,23.1924269,56.5101662,,,,,place_of_worship,,,,,,,,,
1_2,node/3768171057,23.2003043,56.5169968,,,,,place_of_worship,,,,,,,,,
1_2,node/3768171111,23.2012805,56.5244064,,,,,place_of_worship,,,,,,,,,
1_2,node/3768174355,23.1978109,56.5232597,,,,,place_of_worship,,,,,,,,,
1_2,node/3768175757,23.1968053,56.5276063,,,,,place_of_worship,,,,,,,,,
1_2,node/3768180676,23.1899836,56.5251495,,,,,place_of_worship,,,,,,,,,
1_2,node/3812200358,23.2225378,56.5052878,المظهار,AL Modhar,,,,,,,,,,,,
1_2,node/3812204860,23.2214091,56.5006186,حي المزرع,Hayy Almazra,,,,,,,,,,,,
1_2,node/3812609858,23.2318259,56.5271076,حي العقبة,Hayy Al Aqabah,حي العقبة,,,,,,,,,,,
1_2,node/3812624145,23.2148042,56.5208899,حلة السد,Hellat As'sad,,,,,,,,,,,,
1_2,node/3812689899,23.2313268,56.5135828,المرتفع,AL Murtafa,,,,,,,,,,,,
1_2,node/3812937024,23.2091597,56.5421224,القرين,AL Qurayn,,,,,,,,,,,,
1_2,node/3812946393,23.1986433,56.5461175,شلاشل,Shalashil,,,,,,,,,,,,
1_2,node/3961462829,23.2302163,56.4965733,معبر المشاه,,,,,,,,,,,,,
1_2,node/3961464846,23.2302212,56.496673,معبر المشاه,,,,,,,,,,,,,
1_2,node/3961466445,23.2352655,56.4999499,معبر المشاه,,,,,,,,,,,,,
1_2,node/3961467956,23.2351933,56.4999922,معبر المشاه,,,,,,,,,,,,,
1_2,node/3961471033,23.2177748,56.4973203,,,,,shelter,,,,,,,,,
1_2,node/4367692796,23.2202153,56.5155869,بناية الشندودى..اثاث,Al Shandodi building.. furniture store,بناية الشندودى..اثاث,,,,,,furniture,,,,,
1_2,node/4367720896,23.2168617,56.5161264,ATM,ATM bank Muscat,ATM,,atm,,,,,,,,,
1_2,node/4367754390,23.2209669,56.5168608,الكلبانى للعقارات,Al Kalbani real estate,الكلبانى للعقارات,,community_centre,,,,,,,,,
1_2,node/4367754391,23.2168442,56.5161302,بنك مسقط فرع المرتفع عبرى,Bank Muscat Al Murttafa branch,بنك مسقط فرع المرتفع عبرى,,bank,,,,,,,,,
1_2,node/4386702392,23.2207891,56.5156404,بناية الشندودى,Al Shandodi Building,بناية الشندودى,,,,,,furniture,,,,,
1_2,node/4737310421,23.2037684,56.4972268,بيع المواد الغذائية,,,,,,,,convenience,,,,,
1_2,node/4996666421,23.2157345,56.5137454,اوريدوو عمان - فرع عبري,Ooredoo oman - Ibri Branch,اوريدوو عمان - فرع عبري,,,,,,,,,,telecommunication,
1_2,node/5006429322,23.2171906,56.4971306,عمانتل,Omantel,,,,,,,,,,,telecommunication,
1_2,node/5018428622,23.2345557,56.5139946,عيادة السليف,Al Sulaif clinic,عيادة السليف,,clinic,,,,,,,,,
1_2,node/5018428623,23.2284296,56.5132441,مطعم الريان الحديث,Al Ryan Modern Restaurant,مطعم الريان الحديث,,restaurant,,,,,,,,,
1_2,node/5018428624,23.2286918,56.5142428,اسواق مخبز مرجان مسقط,Marjan Muscat Bakery and Markets,اسواق مخبز مرجان مسقط,,,,,,supermarket,,,,,
1_2,node/5018431726,23.2360869,56.5140402,صيدلية مسقط - المرتفع,Muscat Pharmacy - Al Murtafa,صيدلية مسقط - المرتفع,,pharmacy,,,,,,,,,
1_2,node/5018431727,23.2323806,56.5136116,مطعم طيبات الشام,Taibat Al Sham restaurant,مطعم طيبات الشام,,restaurant,,,,,,,,,
1_2,node/5018431728,23.2291664,56.5132533,مجمع مدينة عبرى الطبى,Ibri city PolyClinic,مجمع مدينة عبرى الطبى,,clinic,,,,,,,,,
1_2,node/5018450321,23.230319,56.5135025,مجمع الظاهرة الطبى,Al Dhahira PolyClinic,مجمع الظاهرة الطبى,,clinic,,,,,,,,,
1_2,node/5018450322,23.23038,56.5144828,مكتبة كنوز المعرفة,Konooz Al Maraefa Bookshop,مكتبة كنوز المعرفة,,,,,,books,,,,,
1_2,node/5018450323,23.229373,56.5132804,مكتبة دار الأندلس,Dar Al Andalus bookshop,مكتبة دار الأندلس,,,,,,books,,,,,
1_2,node/5172590822,23.2210127,56.5155164,مكتب وبناية الشندودى,Al Shabdudi Building and office,,,,,,,,,,,company,
1_2,node/5226508622,23.218214,56.5162657,مركز بسمى للتسوق,Bismy shopping centre,,,,,,,supermarket,,,,,
1_2,node/5855119486,23.2175763,56.5034615,Towell Auto Center Ibri,Mazda & Geely Workshop,,,,,,,car_repair,,,,,
1_2,node/6177047305,23.2189265,56.5004865,المه‍ا,,,,fuel,,,,,,,,,
1_2,node/7197379542,23.2086395,56.541163,,,,,place_of_worship,,,,,,,,,
1_2,node/7197392069,23.2159254,56.5162331,,,,,,,,,bicycle,,,,,
1_2,node/10044804475,23.2186831,56.5008757,,,,,atm,,,,,,,,,
1_2,node/10044804480,23.21855,56.5025629,الكرامه لمواد البناء,Karama Building Materials,الكرامه لمواد البناء,,,,,,trade,,,,,
1_2,node/11795673969,23.2204742,56.5163298,,F&M Grand Hotel,,,,,,,,hotel,,,,
1_2,node/12187816083,23.2186873,56.498503,أحمد المغربي للعطور,Ahmed Al Maghribi,أحمد المغربي للعطور,,,,,,perfumery,,,,,
1_2,node/12827639875,23.2177166,56.4991477,,,,,atm,,,,,,,,,
1_2,node/12827639876,23.2177064,56.4990338,بنك نزوى,,,,bank,,,,,,,,,
1_2,node/12978243954,23.2282423,56.5132381,ون ستوب,one stop,,,fast_food,,,,,,,,,
1_2,node/13421262110,23.2165173,56.508349,Baskin-Robbins,,,,ice_cream,,,,,,,,,
1_2,node/13421262120,23.2165189,56.5082301,Flap Speciality Coffee,,,,cafe,,,,,,,,,
1_2,node/13421262122,23.2154613,56.515875,مواقف التكاسي,,,,taxi,,,,,,,,,
1_2,node/13422233971,23.2120788,56.5182799,,,,,school,,,,,,,,,
1_2,node/13422233972,23.2123722,56.5173921,,,,,school,,,,,,,,,
1_2,node/13422233990,23.2071165,56.5216354,,,,,drinking_water,,,,,,,,,
1_2,node/13422233998,23.2083269,56.5494552,,,,,place_of_worship,mosque,,,,,,,,
1_2,node/13426637456,23.2187737,56.499744,,,,,,,,,baby_goods,,,,,
1_2,node/13426637458,23.218538,56.5035528,Arthur,Arthur,,,cafe,,,,,,,,,
1_2,node/13426637461,23.2182266,56.496343,,,,,,,,,tobacco,,,,,
1_2,node/13426637462,23.2186825,56.4987511,إمبراطور الشرق,,إمبراطور الشرق,,fast_food,,,,,,,,,
1_2,node/13426637464,23.2187413,56.5008836,,,,,atm,,,,,,,,,
1_2,node/13426637467,23.2185762,56.5033115,كوفي بوينت,Coffee Point,كوفي بوينت,,cafe,,,,,,,,,
1_2,node/13426637469,23.2187757,56.4992209,اليورينا,,اليورينا,,,,,,florist,,,,,
1_2,node/13426637470,23.2187786,56.4990112,لافيش,Lavish,لافيش,,,,,,perfumery,,,,,
1_2,node/13426637473,23.2184987,56.4970514,,,,,,,,,appliance,,,,,
1_2,node/13426637474,23.2186094,56.5031824,,,,,,,,,laundry,,,,,
1_2,node/13426637477,23.2191474,56.5000579,ميرا كافيه,Mira Cafe,ميرا كافيه,,cafe,,,,,,,,,
1_2,node/13510050266,23.2258845,56.4961749,شل,Shell,شل,,fuel,,,,,,,,,
1_2,node/13649027801,23.217322,56.497045,Omantel,,,,,,,,,,,,telecommunication,
1_2,node/13944867082,23.2175646,56.4981047,صيدلية أكسجين - عبري,Oxygen Pharmacy - Ibri,صيدلية أكسجين - عبري,,pharmacy,,,,,,pharmacy,,,
1_2,node/13944871093,23.2188796,56.5153995,صيدلية الأسرة الحديثة,Modern Family Pharmacy,صيدلية الأسرة الحديثة,,pharmacy,,,,,,pharmacy,,,
1_2,node/13944883637,23.2174277,56.5024533,صيدلية عبري,Ibri Pharmacy,صيدلية عبري,,pharmacy,,,,,,pharmacy,,,
1_2,node/13944915678,23.2369924,56.500392,صيدلية عملاء - سوق عبري,Amal pharmacy,صيدلية عملاء - سوق عبري,,pharmacy,,,,,,pharmacy,,,
1_2,node/13970111921,23.2256417,56.5143229,صيدلية عاتكة,Atikah Pharmacy,صيدلية عاتكة,,pharmacy,,,,,,pharmacy,,,
1_2,node/13970112075,23.215309,56.5153603,صيدلية سارة,Sara Pharmacy,صيدلية سارة,,pharmacy,,,,,,pharmacy,,,
1_2,node/13971762660,23.2170815,56.5159867,صيدلية الكهرمان الفضي,alkahraman alfithi Pharmacy,صيدلية الكهرمان الفضي,,pharmacy,,,,,,pharmacy,,,
1_2,node/13971765414,23.2199154,56.5163853,صيدلية الأرياف,AL Ariaf  Pharmacy,صيدلية الأرياف,,pharmacy,,,,,,pharmacy,,,
1_2,node/13972220905,23.2293015,56.5134158,صيدلية سارة - المرتفع,Sara Pharmacy - Al Murtafa,صيدلية سارة - المرتفع,,pharmacy,,,,,,pharmacy,,,
1_2,node/13972392028,23.230792,56.5139074,صيدلية المختار,Al Mukhtar Pharmacy,صيدلية المختار,,pharmacy,,,,,,pharmacy,,,
1_2,way/138674271,23.2122242,56.5218401,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_2,way/140474948,23.2171436,56.5030109,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_2,way/140474956,23.22656,56.4967125,طريق عبري,Ibri Road,طريق عبري,,,,,,,,,,,
1_2,way/140474957,23.2263835,56.4967932,طريق عبري,Ibri Road,طريق عبري,,,,,,,,,,,
1_2,way/160286227,23.217321,56.5030007,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_2,way/160286228,23.2119747,56.5257199,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_2,way/209263849,23.2364759,56.5033131,طريق عبري,Ibri Road,طريق عبري,,,,,,,,,,,
1_2,way/209277069,23.2357706,56.501013,طريق عبري,Ibri Road,طريق عبري,,,,,,,,,,,
1_2,way/258249409,23.2072257,56.5256888,طريق السليف الداخلي,Al Sulayf Road,طريق السليف الداخلي,,,,,,,,,,,
1_2,way/258249429,23.2058255,56.525453,طريق السليف الداخلي,Al Sulayf Road,طريق السليف الداخلي,,,,,,,,,,,
1_2,way/258249432,23.2184103,56.5144529,,,,,parking,,,,,,,,,
1_2,way/324881794,23.2273796,56.4959218,مقسم أتصالات,PBX connections,,,,yes,,,,,,,,
1_2,way/344308366,23.2330072,56.4962774,,,,,parking,,,,,,,,,
1_2,way/344576199,23.2329913,56.4966281,صناعية عبري,,,,,,industrial,,,,,,,
1_2,way/358601544,23.2363138,56.5059848,مواقف السوق,,,,parking,,,,,,,,,
1_2,way/358604016,23.2369003,56.5060597,حصن عبري,Ibri Fort,,,,,,,,,,,,
1_2,way/364849900,23.2148923,56.5193372,,,,,parking,,,,,,,,,
1_2,way/364851169,23.2106431,56.5239094,,,,,parking,,,,,,,,,
1_2,way/364856048,23.2099622,56.5245503,حديقة البلدية,,,,,,,park,,,,,,
1_2,way/364867674,23.2190877,56.5191255,المديرية العامة للزراعة والثروة الحيوانية بمحافظة الظاهرة,,,,,,,,,,,,,
1_2,way/364871132,23.211564,56.5276,خزان ماء حوض المسرات,,,storage_tank,,,,,,,,,,
1_2,way/364871965,23.213408,56.5260824,,,,,parking,,,,,,,,,
1_2,way/364886302,23.2296906,56.5222165,منتزة حي العقبة,,,,,,,park,,,,,,
1_2,way/364899565,23.2313161,56.5239977,,,,,school,,,,,,,,,
1_2,way/364900510,23.2312213,56.5240088,مدرسة عبري الخاصة,,,,,school,,,,,,,,
1_2,way/364901295,23.2318322,56.5234942,,,,,school,,,,,,,,,
1_2,way/364901744,23.2315143,56.5233152,مدرسة الأمام سيف بن سلطان للبنين11-12,,,,,school,,,,,,,,
1_2,way/364901797,23.2299966,56.5181685,مدرسة عمــار بن ياسر للتعليم الاساسي للبنين5-8,,,,school,,,,,,,,,
1_2,way/364902222,23.2301717,56.5177573,,,,,,school,,,,,,,,
1_2,way/364907167,23.2325938,56.5152911,المديرية العامة للبلديات الإقليمية وموارد المياه لمحافظة الظاهرة,,,,,,,,,,,,,
1_2,way/364918731,23.2325574,56.5151283,بلدية عبري,,,,,yes,,,,,,,,
1_2,way/364988392,23.2375773,56.5158818,مقبرة,,,,,,cemetery,,,,,,,
1_2,way/369220875,23.2367567,56.5018067,مقبرة,,,,,,cemetery,,,,,,,
1_2,way/369329505,23.2360194,56.4974122,مقبرة,,,,,,cemetery,,,,,,,
1_2,way/369332387,23.2338712,56.5004923,مقبرة,,,,,,cemetery,,,,,,,
1_2,way/369332797,23.2351942,56.5016337,مقبرة,,,,,,cemetery,,,,,,,
1_2,way/369333135,23.1930875,56.5284195,مقبرة,,,,,,cemetery,,,,,,,
1_2,way/369333782,23.2368257,56.5037863,سوق عبري,,,,,,retail,,,,,,,
1_2,way/369350516,23.2095933,56.5249856,حديقة البلدية,,,,,,,playground,,,,,,
1_2,way/369453292,23.2171233,56.5141438,,,,,parking,,,,,,,,,
1_2,way/369454515,23.2177745,56.514222,جامع السلطان قابوس بعبري,,,,,yes,,,,,,,,
1_2,way/369454549,23.2174383,56.5141689,مصلى النساء,,,,,yes,,,,,,,,
1_2,way/369595266,23.2179811,56.514504,,,,,,,,garden,,,,,,
1_2,way/369595325,23.2174541,56.5143767,,,,,,,,garden,,,,,,
1_2,way/399298486,23.2233165,56.513239,بيت سعود,,بيت سعود,,,,,,,,,,,
1_2,way/420009603,23.2278473,56.5143843,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
1_2,way/420009605,23.2279447,56.5145636,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
1_2,way/538834966,23.2084507,56.5321421,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_2,way/538836587,23.2080393,56.5260192,طريق السليف الداخلي,Al Sulayf Road,طريق السليف الداخلي,,,,,,,,,,,
1_2,way/560527710,23.2356673,56.505123,Livestock market,,,,,commercial,,,,,,,,
1_2,way/743390199,23.2080794,56.5258882,طريق السليف الداخلي,Al Sulayf Road,طريق السليف الداخلي,,,,,,,,,,,
1_2,way/907518358,23.2047125,56.5258342,As Sulayf,,,,,yes,,,,,,,,
1_2,way/907518359,23.2040336,56.5260155,,,,tower,,yes,,,,,,,,
1_2,way/907518360,23.2041851,56.5266949,,,,tower,,yes,,,,,,,,
1_2,way/907518361,23.2044047,56.5274038,,,,tower,,yes,,,,,,,,
1_2,way/907518362,23.2047151,56.5253101,,,,tower,,yes,,,,,,,,
1_2,way/907518368,23.2052631,56.5260699,,,,tower,,yes,,,,,,,,
1_2,way/907518371,23.2051585,56.5264292,,,,tower,,yes,,,,,,,,
1_2,way/908149850,23.2046677,56.526361,As Sulaif Fort,,,,,,,park,,,,,,
1_2,way/1030528044,23.2366821,56.5063977,,,,tower,,yes,,,,,,,,
1_2,way/1030528047,23.2371048,56.5064546,,,,tower,,yes,,,,,,,,
1_2,way/1096972358,23.2189799,56.5019552,MAX,,ماكس,,,retail,,,clothes,,,,,
1_2,way/1176290238,23.2116332,56.6053944,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_2,way/1176290239,23.21159,56.6057148,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_2,way/1251040437,23.2154077,56.5439819,قنات,Qanat,,,,,,,,,,,,
1_2,way/1251040438,23.2161987,56.5449213,قنات,Qanat,,,,,,,,,,,,
1_2,way/1251040439,23.2117804,56.5388281,قنات,Qanat,,,,,,,,,,,,
1_2,way/1251040440,23.2259509,56.5626673,قنات,Qanat,,,,,,,,,,,,
1_2,way/1388708735,23.235714,56.5010292,طريق عبري,Ibri Road,طريق عبري,,,,,,,,,,,
1_2,way/1389542965,23.2047635,56.5251275,طريق السليف الداخلي,Al Sulayf Road,طريق السليف الداخلي,,,,,,,,,,,
1_2,way/1463250936,23.215839,56.5122815,,,,,,retail,,,,,,,,
1_2,way/1463250937,23.2127986,56.5184851,,,,,parking,,,,,,,,,
1_2,way/1463699722,23.2189258,56.5001512,,,,,parking,,,,,,,,,
1_2,relation/151582,23.4380922,57.0371169,N2 طريق السلطان ثويني بن سعيد,N2 Sultan Thuwaini bin Said Road,N2 طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_2,relation/369119,23.5080164,57.0438942,A6 طريق المصنعة - الرستاق - مسكن - عبري,A6 Al Musannah - Al Rustaq - Maskin - Ibri Road,A6 طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
1_2,relation/3781242,22.676196,56.177451,محافظة الظاهرة,Ad Dhahirah Governorate,محافظة الظاهرة,,,,,,,,,,,
1_2,relation/19142763,23.5305946,56.6621637,M9 طريق العين - نزوى,M9 Al Ain - Nizwa Road,M9 طريق العين - نزوى,,,,,,,,,,,
1_2,relation/19563440,22.5325282,56.177451,ولاية عبري,Ibri Province,ولاية عبري,,,,,,,,,,,
