FEATUREID,PKG,TIER,props_up,len_up_m,qadf_m3d,pf,qpk_ls,od_built_mm,dn_our_rules,slope_built_pct,slope_req_pct,slope_ratio,dod_built,v_built_ms,surcharged,dod_limit,over_dod,under_self_cleansing,over_vmax,depth_ds_m
L011583,5A-4,lateral,7.0,135.8,6.09,3.57,0.25,160,200,0.912,0.5,1.82,0.093,0.304,0,0.65,0,1,0,0.850999999999999
L011591,5A-4,lateral,65.0,798.0,56.25,3.57,2.32,160,200,0.463,0.5,0.93,0.319,0.475,0,0.65,0,1,0,2.019999999999982
L011584,5A-4,lateral,7.0,165.8,6.11,3.57,0.25,160,200,0.913,0.5,1.83,0.093,0.304,0,0.65,0,1,0,1.355000000000018
L011575,5A-4,lateral,4.0,119.9,3.51,3.57,0.15,160,200,0.63,0.5,1.26,0.078,0.224,0,0.65,0,1,0,0.949999999999989
L011488,5A-4,lateral,1.0,63.0,0.9,3.57,0.04,160,200,0.809,0.5,1.62,0.04,0.154,0,0.65,0,1,0,1.019000000000005
L011585,5A-4,lateral,7.0,195.9,6.14,3.57,0.25,160,200,0.913,0.5,1.83,0.093,0.305,0,0.65,0,1,0,1.0
L011553,5A-4,lateral,77.0,1211.2,66.82,3.57,2.76,160,200,0.511,0.5,1.02,0.34,0.517,0,0.65,0,1,0,2.543000000000006
L011428,5A-4,lateral,7.0,259.5,6.18,3.57,0.26,160,200,1.26,0.5,2.52,0.086,0.341,0,0.65,0,1,0,1.0
L011578,5A-4,lateral,7.0,231.5,6.16,3.57,0.25,160,200,1.257,0.5,2.51,0.086,0.341,0,0.65,0,1,0,1.34699999999998
L011489,5A-4,lateral,3.0,98.8,2.64,3.57,0.11,160,200,0.806,0.5,1.61,0.065,0.222,0,0.65,0,1,0,1.497000000000014
L011587,5A-4,lateral,3.0,36.7,2.6,3.57,0.11,160,200,0.66,0.5,1.32,0.068,0.206,0,0.65,0,1,0,1.591999999999985
L011490,5A-4,lateral,4.0,128.0,3.52,3.57,0.15,160,200,0.811,0.5,1.62,0.074,0.244,0,0.65,0,1,0,1.47399999999999
L011491,5A-4,lateral,6.0,156.0,5.25,3.57,0.22,160,200,0.808,0.5,1.62,0.089,0.278,0,0.65,0,1,0,1.0
L011588,5A-4,lateral,6.0,75.0,5.19,3.57,0.21,160,200,0.662,0.5,1.32,0.093,0.259,0,0.65,0,1,0,2.19599999999997
L011492,5A-4,lateral,7.0,173.5,6.12,3.57,0.25,160,200,0.457,0.5,0.91,0.109,0.24,0,0.65,0,1,0,0.979999999999961
L011493,5A-4,lateral,10.0,203.1,8.71,3.57,0.36,160,200,0.452,0.5,0.9,0.129,0.267,0,0.65,0,1,0,1.22399999999999
L011494,5A-4,lateral,12.0,231.7,10.44,3.57,0.43,160,200,0.455,0.5,0.91,0.14,0.284,0,0.65,0,1,0,1.394000000000005
L011495,5A-4,lateral,13.0,252.7,11.32,3.57,0.47,160,200,0.456,0.5,0.91,0.146,0.291,0,0.65,0,1,0,1.599999999999966
L011485,5A-4,lateral,19.0,220.6,16.43,3.57,0.68,160,200,0.815,0.5,1.63,0.151,0.401,0,0.65,0,1,0,1.524999999999977
L011449,5A-4,lateral,19.0,199.1,16.42,3.57,0.68,160,200,1.369,0.5,2.74,0.133,0.48,0,0.65,0,1,0,1.0
L011486,5A-4,lateral,19.0,245.1,16.45,3.57,0.68,160,200,0.81,0.5,1.62,0.151,0.4,0,0.65,0,1,0,1.924000000000035
L011498,5A-4,lateral,19.0,269.9,16.47,3.57,0.68,160,200,0.815,0.5,1.63,0.151,0.401,0,0.65,0,1,0,2.165999999999997
L011432,5A-4,lateral,6.0,60.2,5.18,3.57,0.21,160,200,0.682,0.5,1.36,0.092,0.261,0,0.65,0,1,0,1.199999999999989
L011450,5A-4,lateral,10.0,94.1,8.63,3.57,0.36,160,200,1.849,0.5,3.7,0.092,0.434,0,0.65,0,1,0,1.296999999999969
L011425,5A-4,lateral,6.0,32.1,5.16,3.57,0.21,160,200,3.079,0.5,6.16,0.065,0.437,0,0.65,0,1,0,1.0
L011574,5A-4,lateral,8.0,56.1,6.89,3.57,0.28,160,200,1.014,0.5,2.03,0.096,0.328,0,0.65,0,1,0,1.023000000000025
L011573,5A-4,lateral,11.0,89.9,9.49,3.57,0.39,160,200,1.014,0.5,2.03,0.111,0.364,0,0.65,0,1,0,1.396000000000015
L011579,5A-4,lateral,3.0,27.4,2.59,3.57,0.11,160,200,1.912,0.5,3.82,0.053,0.295,0,0.65,0,1,0,0.984000000000037
L011580,5A-4,lateral,5.0,50.2,4.32,3.57,0.18,160,200,1.912,0.5,3.82,0.067,0.35,0,0.65,0,1,0,1.0
L011581,5A-4,lateral,5.0,81.5,4.34,3.57,0.18,160,200,0.912,0.5,1.82,0.079,0.272,0,0.65,0,1,0,1.935000000000002
L011487,5A-4,lateral,0.0,37.8,0.03,3.57,0.0,160,200,0.807,0.5,1.61,0.009,0.041,0,0.65,0,1,0,1.144999999999982
L010613,5A-2,lateral,22.0,529.5,19.22,3.57,0.79,160,200,1.057,0.5,2.11,0.153,0.461,0,0.65,0,1,0,0.795999999999992
L010830,5A-2,lateral,24.0,554.5,20.96,3.57,0.87,160,200,1.058,0.5,2.12,0.159,0.473,0,0.65,0,1,0,1.069999999999993
L010829,5A-2,lateral,24.0,572.9,20.97,3.57,0.87,160,200,0.815,0.5,1.63,0.17,0.432,0,0.65,0,1,0,1.149999999999977
L011430,5A-4,lateral,4.0,23.0,3.44,3.57,0.14,160,200,3.295,0.5,6.59,0.053,0.391,0,0.65,0,1,0,1.34699999999998
L011445,5A-4,lateral,5.0,26.9,4.3,3.57,0.18,160,200,0.68,0.5,1.36,0.085,0.245,0,0.65,0,1,0,1.182999999999993
L011448,5A-4,lateral,4.0,43.6,3.46,3.57,0.14,160,200,0.713,0.5,1.43,0.076,0.232,0,0.65,0,1,0,1.25
L011431,5A-4,lateral,3.0,20.2,2.58,3.57,0.11,160,200,0.709,0.5,1.42,0.066,0.211,0,0.65,0,1,0,1.163000000000011
L010802,5A-2,sub_main,71.0,2701.6,62.76,3.57,2.59,160,200,1.443,0.5,2.89,0.252,0.737,0,0.65,0,1,0,1.5
L010803,5A-2,sub_main,71.0,2676.8,62.74,3.57,2.59,160,200,1.449,0.5,2.9,0.252,0.738,0,0.65,0,1,0,1.391999999999996
L010804,5A-2,sub_main,70.0,2652.0,61.86,3.57,2.55,160,200,1.445,0.5,2.89,0.25,0.734,0,0.65,0,1,0,1.173000000000002
L010805,5A-2,sub_main,69.0,2626.9,60.99,3.57,2.52,160,200,1.655,0.5,3.31,0.24,0.767,0,0.65,0,0,0,1.0
L010806,5A-2,sub_main,69.0,2602.1,60.97,3.57,2.52,160,200,1.29,0.5,2.58,0.255,0.702,0,0.65,0,1,0,1.0
L010807,5A-2,sub_main,69.0,2578.9,60.96,3.57,2.52,160,200,1.453,0.5,2.91,0.248,0.732,0,0.65,0,1,0,1.0
L010842,5A-2,lateral,2.0,103.1,1.79,3.57,0.07,160,200,0.937,0.5,1.87,0.053,0.205,0,0.65,0,1,0,2.062999999999988
L010841,5A-2,lateral,2.0,131.2,1.81,3.57,0.07,160,200,0.958,0.5,1.92,0.053,0.207,0,0.65,0,1,0,2.401999999999987
L010843,5A-2,lateral,1.0,74.3,0.91,3.57,0.04,160,200,0.81,0.5,1.62,0.04,0.155,0,0.65,0,1,0,2.432999999999993
L010840,5A-2,lateral,3.0,163.3,2.69,3.57,0.11,160,200,0.832,0.5,1.66,0.065,0.225,0,0.65,0,1,0,2.038999999999987
L010844,5A-2,lateral,0.0,34.4,0.02,3.57,0.0,160,200,0.987,0.5,1.97,0.009,0.042,0,0.65,0,1,0,3.019000000000005
L010831,5A-2,lateral,19.0,502.2,16.64,3.57,0.69,160,200,1.057,0.5,2.11,0.143,0.44,0,0.65,0,1,0,0.757000000000005
L010832,5A-2,lateral,17.0,473.1,14.9,3.57,0.62,160,200,1.059,0.5,2.12,0.135,0.426,0,0.65,0,1,0,0.978999999999985
L010833,5A-2,lateral,16.0,445.4,14.02,3.57,0.58,160,200,1.055,0.5,2.11,0.132,0.417,0,0.65,0,1,0,0.966000000000008
L011195,5A-2,lateral,15.0,420.1,13.15,3.57,0.54,160,200,1.058,0.5,2.12,0.128,0.409,0,0.65,0,1,0,1.379000000000019
L011194,5A-2,lateral,14.0,394.3,12.27,3.57,0.51,160,200,1.059,0.5,2.12,0.124,0.401,0,0.65,0,1,0,1.435999999999979
L010834,5A-2,lateral,12.0,365.2,10.54,3.57,0.44,160,200,1.055,0.5,2.11,0.115,0.381,0,0.65,0,1,0,1.70799999999997
L010838,5A-2,lateral,3.0,196.7,2.71,3.57,0.11,160,200,0.94,0.5,1.88,0.064,0.236,0,0.65,0,1,0,2.643000000000029
L010835,5A-2,lateral,9.0,340.0,7.95,3.57,0.33,160,200,1.059,0.5,2.12,0.101,0.349,0,0.65,0,1,0,1.79200000000003
L010836,5A-2,lateral,7.0,309.6,6.22,3.57,0.26,160,200,1.057,0.5,2.11,0.09,0.322,0,0.65,0,1,0,2.090000000000032
L010837,5A-2,lateral,6.0,281.4,5.34,3.57,0.22,160,200,1.059,0.5,2.12,0.084,0.307,0,0.65,0,1,0,2.132000000000005
L010655,5A-2,lateral,6.0,261.7,5.33,3.57,0.22,160,200,1.058,0.5,2.12,0.084,0.306,0,0.65,0,1,0,2.543999999999983
L010839,5A-2,lateral,3.0,46.9,2.6,3.57,0.11,160,200,0.557,0.5,1.11,0.07,0.194,0,0.65,0,1,0,0.850000000000023
L011202,5A-2,lateral,2.0,266.9,1.91,3.57,0.08,160,200,1.448,0.5,2.9,0.049,0.242,0,0.65,0,1,0,1.0
L010656,5A-2,lateral,0.0,21.8,0.02,3.57,0.0,160,200,2.246,0.5,4.49,0.006,0.045,0,0.65,0,1,0,1.0
L011198,5A-2,lateral,2.0,230.9,1.88,3.57,0.08,160,200,1.866,0.5,3.73,0.046,0.263,0,0.65,0,1,0,1.0
L010615,5A-2,lateral,2.0,325.5,1.95,3.57,0.08,160,200,0.637,0.5,1.27,0.06,0.185,0,0.65,0,1,0,1.0
L010809,5A-2,sub_main,67.0,2524.5,59.2,3.57,2.44,160,200,0.396,0.5,0.79,0.341,0.455,0,0.65,0,1,0,1.854000000000042
L010810,5A-2,sub_main,64.0,2499.8,56.62,3.57,2.34,160,200,0.394,0.5,0.79,0.334,0.449,0,0.65,0,1,0,1.865999999999985
L011197,5A-2,lateral,2.0,302.0,1.93,3.57,0.08,160,200,1.965,0.5,3.93,0.046,0.27,0,0.65,0,1,0,1.0
L010811,5A-2,sub_main,64.0,2476.2,56.6,3.57,2.34,160,200,0.391,0.5,0.78,0.334,0.448,0,0.65,0,1,0,1.952999999999975
L010812,5A-2,sub_main,64.0,2451.4,56.58,3.57,2.34,160,200,0.396,0.5,0.79,0.333,0.45,0,0.65,0,1,0,2.376000000000033
L010654,5A-2,lateral,26.0,934.6,22.94,3.57,0.95,160,200,0.582,0.5,1.16,0.192,0.395,0,0.65,0,1,0,1.439999999999998
L010813,5A-2,sub_main,64.0,2424.6,56.56,3.57,2.34,160,200,0.393,0.5,0.79,0.334,0.449,0,0.65,0,1,0,2.569999999999993
L010814,5A-2,sub_main,64.0,2378.3,56.53,3.57,2.33,160,200,0.395,0.5,0.79,0.333,0.449,0,0.65,0,1,0,2.677999999999997
L010723,5A-2,sub_main,64.0,2335.8,56.5,3.57,2.33,160,200,0.393,0.5,0.79,0.334,0.448,0,0.65,0,1,0,3.529999999999973
L011593,5A-4,lateral,77.0,1104.3,66.75,3.57,2.76,160,200,0.225,0.5,0.45,0.425,0.383,0,0.65,0,1,0,2.355000000000018
L011435,5A-4,lateral,13.0,149.0,11.24,3.57,0.46,160,200,1.009,0.5,2.02,0.12,0.383,0,0.65,0,1,0,0.989999999999952
L011438,5A-4,lateral,5.0,23.2,4.3,3.57,0.18,160,200,0.663,0.5,1.33,0.085,0.243,0,0.65,0,1,0,1.894000000000005
L011534,5A-4,lateral,9.0,46.4,7.74,3.57,0.32,160,200,0.66,0.5,1.32,0.112,0.294,0,0.65,0,1,0,1.447000000000003
L010751,5A-2,trunk_main,776.0,23062.7,681.25,2.78,21.89,200,250,0.511,0.375,1.36,,,1,0.65,0,0,0,3.478999999999985
L010752,5A-2,trunk_main,775.0,23029.5,680.37,2.78,21.86,200,250,0.512,0.375,1.36,,,1,0.65,0,0,0,3.278999999999996
L010721,5A-2,trunk_main,773.0,22995.5,678.63,2.78,21.81,200,250,0.508,0.375,1.35,,,1,0.65,0,0,0,2.985000000000014
L010753,5A-2,trunk_main,773.0,22973.4,678.62,2.78,21.81,200,250,0.51,0.375,1.36,,,1,0.65,0,0,0,3.092999999999961
L010754,5A-2,trunk_main,773.0,22939.9,678.59,2.78,21.81,200,250,0.51,0.375,1.36,,,1,0.65,0,0,0,3.262
L010755,5A-2,trunk_main,773.0,22911.6,678.57,2.78,21.81,200,250,0.51,0.375,1.36,,,1,0.65,0,0,0,3.288000000000011
L011543,5A-4,lateral,17.0,96.2,14.63,3.57,0.6,160,200,0.662,0.5,1.32,0.15,0.36,0,0.65,0,1,0,1.436000000000035
L011529,5A-4,lateral,3.0,38.5,2.6,3.57,0.11,160,200,0.682,0.5,1.36,0.067,0.208,0,0.65,0,1,0,1.031000000000006
L011437,5A-4,lateral,3.0,23.9,2.59,3.57,0.11,160,200,0.674,0.5,1.35,0.067,0.207,0,0.65,0,1,0,1.121000000000038
L010744,5A-2,trunk_main,777.0,23296.6,682.27,2.78,21.92,200,250,0.511,0.375,1.36,,,1,0.65,0,0,0,3.72199999999998
L010745,5A-2,trunk_main,776.0,23261.0,681.39,2.78,21.89,200,250,0.508,0.375,1.35,,,1,0.65,0,0,0,2.57000000000005
L010746,5A-2,trunk_main,776.0,23228.5,681.37,2.78,21.89,200,250,0.511,0.375,1.36,,,1,0.65,0,0,0,2.925000000000011
L011453,5A-4,trunk_main,780.0,23594.7,685.06,2.77,22.0,200,250,0.347,0.375,0.93,,,1,0.65,0,0,0,2.228000000000009
L011452,5A-4,trunk_main,780.0,23566.1,685.04,2.77,22.0,200,250,0.35,0.375,0.93,,,1,0.65,0,0,0,2.38900000000001
L011451,5A-4,trunk_main,780.0,23538.7,685.02,2.77,21.99,200,250,0.344,0.375,0.92,,,1,0.65,0,0,0,3.033000000000015
L011484,5A-4,trunk_main,780.0,23512.6,685.0,2.77,21.99,200,250,0.347,0.375,0.93,,,1,0.65,0,0,0,3.062999999999988
L011416,5A-4,trunk_main,780.0,23489.9,684.98,2.77,21.99,200,250,0.348,0.375,0.93,,,1,0.65,0,0,0,3.093999999999994
L010741,5A-2,trunk_main,780.0,23468.6,684.97,2.77,21.99,200,250,0.51,0.375,1.36,,,1,0.65,0,0,0,2.979999999999961
L011193,5A-2,trunk_main,780.0,23447.8,684.95,2.77,21.99,200,250,0.51,0.375,1.36,,,1,0.65,0,0,0,2.913999999999987
L010742,5A-2,trunk_main,780.0,23408.7,684.92,2.77,21.99,200,250,0.512,0.375,1.37,,,1,0.65,0,0,0,2.855000000000018
L010743,5A-2,trunk_main,777.0,23366.4,682.32,2.78,21.92,200,250,0.508,0.375,1.35,,,1,0.65,0,0,0,2.728000000000009
L010722,5A-2,trunk_main,777.0,23333.5,682.3,2.78,21.92,200,250,0.512,0.375,1.37,,,1,0.65,0,0,0,3.680999999999983
L010747,5A-2,trunk_main,776.0,23191.1,681.34,2.78,21.89,200,250,0.511,0.375,1.36,,,1,0.65,0,0,0,3.313999999999965
L010748,5A-2,trunk_main,776.0,23155.5,681.32,2.78,21.89,200,250,0.51,0.375,1.36,,,1,0.65,0,0,0,3.262
L010749,5A-2,trunk_main,776.0,23122.7,681.29,2.78,21.89,200,250,0.511,0.375,1.36,,,1,0.65,0,0,0,3.274999999999977
L010750,5A-2,trunk_main,776.0,23093.7,681.27,2.78,21.89,200,250,0.51,0.375,1.36,,,1,0.65,0,0,0,3.157000000000039
L010756,5A-2,trunk_main,773.0,22882.1,678.55,2.78,21.81,200,250,0.512,0.375,1.36,,,1,0.65,0,0,0,3.81699999999995
L010757,5A-2,trunk_main,772.0,22852.1,677.67,2.78,21.79,200,250,0.511,0.375,1.36,,,1,0.65,0,0,0,3.783999999999992
L010720,5A-2,trunk_main,771.0,22812.0,676.79,2.78,21.76,200,250,0.51,0.375,1.36,,,1,0.65,0,0,0,3.59899999999999
L010800,5A-2,sub_main,73.0,2749.3,64.5,3.57,2.66,160,200,1.445,0.5,2.89,0.255,0.743,0,0.65,0,1,0,1.139999999999986
L010801,5A-2,sub_main,73.0,2726.4,64.49,3.57,2.66,160,200,1.449,0.5,2.9,0.255,0.744,0,0.65,0,1,0,0.778999999999996
L010758,5A-2,trunk_main,698.0,20029.6,612.26,2.81,19.93,200,250,0.439,0.375,1.17,0.897,0.757,0,0.65,1,0,0,3.189999999999998
L010759,5A-2,trunk_main,698.0,19982.4,612.22,2.81,19.93,200,250,0.437,0.375,1.17,0.9,0.755,0,0.65,1,0,0,3.012999999999977
L010760,5A-2,trunk_main,698.0,19942.8,612.2,2.81,19.93,200,250,0.48,0.375,1.28,0.836,0.802,0,0.65,1,0,0,3.939999999999998
L010761,5A-2,trunk_main,697.0,19912.6,611.32,2.81,19.9,200,250,0.479,0.375,1.28,0.836,0.801,0,0.65,1,0,0,3.764999999999986
L010869,5A-2,sub_main,41.0,1216.2,35.99,3.57,1.49,160,200,0.498,0.5,1.0,0.25,0.428,0,0.65,0,1,0,2.190999999999974
L010732,5A-2,sub_main,41.0,1237.0,36.01,3.57,1.49,160,200,0.5,0.5,1.0,0.249,0.429,0,0.65,0,1,0,1.604999999999961
L010724,5A-2,trunk_main,656.0,18632.8,575.28,2.83,18.87,200,250,0.557,0.375,1.49,0.737,0.858,0,0.65,1,0,0,3.869999999999948
L010762,5A-2,trunk_main,656.0,18615.1,575.27,2.83,18.87,200,250,0.556,0.375,1.48,0.738,0.857,0,0.65,1,0,0,4.100999999999999
L010763,5A-2,trunk_main,656.0,18586.1,575.25,2.83,18.86,200,250,0.558,0.375,1.49,0.737,0.858,0,0.65,1,0,0,4.029999999999973
L010764,5A-2,trunk_main,656.0,18555.2,575.22,2.83,18.86,200,250,0.557,0.375,1.49,0.737,0.858,0,0.65,1,0,0,4.187999999999988
L011040,5A-2,lateral,4.0,36.0,3.45,3.57,0.14,160,200,0.519,0.5,1.04,0.081,0.208,0,0.65,0,1,0,1.617000000000019
L010765,5A-2,trunk_main,656.0,18525.3,575.2,2.83,18.86,200,250,0.56,0.375,1.49,0.735,0.86,0,0.65,1,0,0,4.281000000000006
L010766,5A-2,trunk_main,656.0,18495.6,575.18,2.83,18.86,200,250,0.555,0.375,1.48,0.738,0.856,0,0.65,1,0,0,4.314999999999998
L010767,5A-2,trunk_main,655.0,18465.9,574.3,2.83,18.84,200,250,0.56,0.375,1.49,0.734,0.86,0,0.65,1,0,0,4.32000000000005
L011045,5A-2,lateral,0.0,22.2,0.02,3.57,0.0,160,200,0.59,0.5,1.18,0.008,0.03,0,0.65,0,1,0,1.230999999999995
L010725,5A-2,trunk_main,655.0,18435.7,574.28,2.83,18.84,200,250,0.556,0.375,1.48,0.737,0.857,0,0.65,1,0,0,4.440999999999974
L011199,5A-2,lateral,2.0,199.9,1.86,3.57,0.08,160,200,1.162,0.5,2.32,0.051,0.223,0,0.65,0,1,0,1.0
L011200,5A-2,lateral,2.0,162.2,1.83,3.57,0.08,160,200,1.149,0.5,2.3,0.051,0.221,0,0.65,0,1,0,1.222000000000037
L011201,5A-2,lateral,2.0,139.4,1.81,3.57,0.07,160,200,2.057,0.5,4.11,0.044,0.268,0,0.65,0,1,0,1.0
L009485,5A-2,lateral,2.0,111.3,1.79,3.57,0.07,160,200,2.022,0.5,4.04,0.044,0.266,0,0.65,0,1,0,2.033000000000015
L011196,5A-2,lateral,1.0,75.3,0.91,3.57,0.04,160,200,2.135,0.5,4.27,0.032,0.214,0,0.65,0,1,0,0.795999999999992
L010612,5A-2,lateral,0.0,54.9,0.04,3.57,0.0,160,200,1.298,0.5,2.6,0.01,0.056,0,0.65,0,1,0,1.0
L010817,5A-2,sub_main,36.0,1317.0,31.78,3.57,1.31,160,200,0.502,0.5,1.0,0.234,0.413,0,0.65,0,1,0,4.337000000000046
L010614,5A-2,lateral,0.0,28.6,0.02,3.57,0.0,160,200,1.323,0.5,2.65,0.008,0.043,0,0.65,0,1,0,1.088000000000022
L010818,5A-2,sub_main,35.0,1281.1,30.9,3.57,1.28,160,200,0.496,0.5,0.99,0.232,0.408,0,0.65,0,1,0,4.847000000000037
L010819,5A-2,sub_main,33.0,1250.2,29.16,3.57,1.2,160,200,0.501,0.5,1.0,0.224,0.403,0,0.65,0,1,0,5.394000000000005
L010820,5A-2,sub_main,32.0,1212.1,28.28,3.57,1.17,160,200,0.497,0.5,0.99,0.222,0.398,0,0.65,0,1,0,5.763000000000034
L010821,5A-2,sub_main,16.0,924.8,14.37,3.57,0.59,160,200,5.76,0.5,11.52,0.089,0.754,0,0.65,0,0,0,5.860000000000014
L010822,5A-2,sub_main,16.0,896.7,14.35,3.57,0.59,160,200,5.759,0.5,11.52,0.089,0.754,0,0.65,0,0,0,4.440999999999974
L010823,5A-2,sub_main,16.0,861.3,14.32,3.57,0.59,160,200,0.382,0.5,0.76,0.17,0.295,0,0.65,0,1,0,3.300000000000011
L011218,5A-2,lateral,14.0,264.6,12.18,3.57,0.5,160,200,0.536,0.5,1.07,0.145,0.315,0,0.65,0,1,0,5.764999999999986
L010824,5A-2,sub_main,16.0,838.8,14.31,3.57,0.59,160,200,0.384,0.5,0.77,0.17,0.295,0,0.65,0,1,0,3.394000000000005
L010825,5A-2,sub_main,16.0,794.6,14.28,3.57,0.59,160,200,0.384,0.5,0.77,0.17,0.295,0,0.65,0,1,0,3.174000000000035
L010826,5A-2,sub_main,0.0,92.3,0.07,3.57,0.0,160,200,3.499,0.5,7.0,0.01,0.095,0,0.65,0,1,0,3.620000000000005
L010848,5A-2,lateral,10.0,113.3,8.65,3.57,0.36,160,200,0.531,0.5,1.06,0.124,0.282,0,0.65,0,1,0,3.175999999999988
L010828,5A-2,sub_main,0.0,56.9,0.04,3.57,0.0,160,200,3.501,0.5,7.0,0.008,0.078,0,0.65,0,1,0,2.990000000000009
L010849,5A-2,lateral,11.0,138.7,9.52,3.57,0.39,160,200,0.543,0.5,1.09,0.129,0.293,0,0.65,0,1,0,3.463999999999999
L010657,5A-2,lateral,14.0,234.4,12.16,3.57,0.5,160,200,0.597,0.5,1.19,0.141,0.327,0,0.65,0,1,0,5.173000000000002
L010850,5A-2,lateral,13.0,168.4,11.26,3.57,0.46,160,200,0.546,0.5,1.09,0.139,0.309,0,0.65,0,1,0,4.23599999999999
L010713,5A-2,lateral,16.0,659.6,14.18,3.57,0.59,160,200,0.577,0.5,1.15,0.153,0.339,0,0.65,0,1,0,3.620000000000005
L010827,5A-2,sub_main,0.0,21.0,0.02,3.57,0.0,160,200,3.5,0.5,7.0,0.005,0.051,0,0.65,0,1,0,3.213999999999999
L010851,5A-2,lateral,14.0,189.0,12.13,3.57,0.5,160,200,0.514,0.5,1.03,0.146,0.31,0,0.65,0,1,0,4.491999999999962
L010852,5A-2,lateral,14.0,208.1,12.14,3.57,0.5,160,200,0.545,0.5,1.09,0.144,0.317,0,0.65,0,1,0,4.95599999999996
L010859,5A-2,lateral,16.0,630.3,14.16,3.57,0.58,160,200,0.655,0.5,1.31,0.148,0.354,0,0.65,0,1,0,3.201000000000022
L010616,5A-2,lateral,3.0,140.8,2.67,3.57,0.11,160,200,0.614,0.5,1.23,0.07,0.203,0,0.65,0,1,0,1.463999999999999
L010860,5A-2,lateral,1.0,103.3,0.93,3.57,0.04,160,200,0.639,0.5,1.28,0.043,0.144,0,0.65,0,1,0,2.30400000000003
L010808,5A-2,sub_main,68.0,2554.1,60.08,3.57,2.48,160,200,0.392,0.5,0.78,0.345,0.456,0,0.65,0,1,0,1.629999999999995
L010874,5A-2,sub_main,39.0,1074.1,34.18,3.57,1.41,160,200,0.812,0.5,1.62,0.215,0.501,0,0.65,0,1,0,1.0
L010872,5A-2,sub_main,41.0,1121.4,35.92,3.57,1.48,160,200,1.69,0.5,3.38,0.184,0.658,0,0.65,0,1,0,1.0
L010734,5A-2,sub_main,38.0,1049.6,33.3,3.57,1.38,160,200,0.805,0.5,1.61,0.213,0.496,0,0.65,0,1,0,2.400999999999954
L010733,5A-2,sub_main,41.0,1145.9,35.94,3.57,1.48,160,200,5.1,0.5,10.2,0.141,0.967,0,0.65,0,0,0,1.0
L010873,5A-2,sub_main,39.0,1094.9,34.19,3.57,1.41,160,200,1.692,0.5,3.38,0.18,0.649,0,0.65,0,1,0,1.062000000000012
L010870,5A-2,sub_main,41.0,1191.6,35.97,3.57,1.49,160,200,0.501,0.5,1.0,0.249,0.429,0,0.65,0,1,0,2.278999999999996
L010871,5A-2,sub_main,41.0,1166.7,35.96,3.57,1.48,160,200,0.5,0.5,1.0,0.249,0.428,0,0.65,0,1,0,2.183999999999969
L010875,5A-2,sub_main,38.0,1036.2,33.29,3.57,1.37,160,200,0.814,0.5,1.63,0.212,0.498,0,0.65,0,1,0,1.29299999999995
L011041,5A-2,lateral,6.0,57.1,5.18,3.57,0.21,160,200,0.516,0.5,1.03,0.098,0.237,0,0.65,0,1,0,2.015999999999963
L010815,5A-2,sub_main,38.0,1375.8,33.54,3.57,1.38,160,200,0.501,0.5,1.0,0.241,0.42,0,0.65,0,1,0,4.110000000000014
L010816,5A-2,sub_main,38.0,1352.4,33.52,3.57,1.38,160,200,0.497,0.5,0.99,0.241,0.419,0,0.65,0,1,0,4.322999999999979
L010845,5A-2,lateral,3.0,27.1,2.59,3.57,0.11,160,200,0.538,0.5,1.08,0.071,0.192,0,0.65,0,1,0,1.576000000000022
L010846,5A-2,lateral,5.0,57.1,4.32,3.57,0.18,160,200,0.54,0.5,1.08,0.089,0.227,0,0.65,0,1,0,1.967999999999961
L010847,5A-2,lateral,8.0,82.8,6.91,3.57,0.29,160,200,0.53,0.5,1.06,0.112,0.262,0,0.65,0,1,0,2.853999999999985
L010876,5A-2,sub_main,36.0,1015.0,31.56,3.57,1.3,160,200,0.81,0.5,1.62,0.207,0.489,0,0.65,0,1,0,1.201000000000022
L010877,5A-2,sub_main,35.0,985.0,30.69,3.57,1.27,160,200,0.81,0.5,1.62,0.204,0.485,0,0.65,0,1,0,1.557999999999993
L010878,5A-2,sub_main,34.0,955.0,29.81,3.57,1.23,160,200,0.81,0.5,1.62,0.201,0.48,0,0.65,0,1,0,1.605000000000018
L010735,5A-2,sub_main,33.0,925.0,28.93,3.57,1.19,160,200,0.814,0.5,1.63,0.198,0.477,0,0.65,0,1,0,1.222000000000037
L010659,5A-2,lateral,10.0,265.4,8.76,3.57,0.36,160,200,0.606,0.5,1.21,0.121,0.297,0,0.65,0,1,0,1.344000000000051
L010858,5A-2,lateral,12.0,465.7,10.61,3.57,0.44,160,200,0.598,0.5,1.2,0.132,0.314,0,0.65,0,1,0,2.735000000000014
L010861,5A-2,lateral,0.0,76.7,0.06,3.57,0.0,160,200,0.501,0.5,1.0,0.014,0.047,0,0.65,0,1,0,2.213999999999999
L010617,5A-2,lateral,3.0,182.5,2.7,3.57,0.11,160,200,0.649,0.5,1.3,0.069,0.207,0,0.65,0,1,0,1.545999999999992
L010864,5A-2,lateral,3.0,142.1,2.67,3.57,0.11,160,200,0.508,0.5,1.02,0.073,0.19,0,0.65,0,1,0,1.952999999999975
L010857,5A-2,lateral,8.0,249.6,7.03,3.57,0.29,160,200,0.524,0.5,1.05,0.113,0.263,0,0.65,0,1,0,1.76400000000001
